sentences|sentiments
cô giảng bài rất dễ hiểu tạo mọi điều_kiện tốt nhất cho sinh_viên tiếp_cận môn_học có hiệu_quả|2
thầy rất nhiệt_tình dạy|2
thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì|0
bài tập quá nhiều colonsmilesmile|0
cô dạy vui_vẻ nhiệt_tình|2
hướng dẫn_giải bài_tập chi_tiết|2
hầu_như không dạy kiến_thức oracle cho sinh_viên mà chỉ nói lại kiến_thức môn hệ quản_trị cơ_sở dữ_liệu|0
nên chia ra 2 buổi học 1 là lý_thuyết 2 là thực_hành|0
thầy giảng đôi lúc hơi nhỏ|0
góp_ý nhắc_nhở nhiệt_tình lưu_ý sai_sót cho sinh_viên|2
nhiệt_tình giải_đáp tốt thắc_mắc của sinh_viên|2
giọng thầy em nghe không rõ|0
tốn nhiều thời_gian trong buổi học cho các việc không cần_thiết|0
thầy dạy rất hăng_say nhiệt_tình|2
thầy dạy hay và vui_vẻ|2
sinh_viên không nắm được nội_dung môn_học là gì|0
giáo_viên nhiệt_tình tận_tâm lên_lớp đúng giờ|2
thời_gian môn_học nên kéo_dài hơn|0
thầy luôn quan_tâm đến sinh_viên luôn nhắc_nhở giám_sát quá_trình|2
truyền_đạt tốt dễ hiểu ngay trên lớp|2
cô dạy rất nhiệt_huyết dạy để hiểu hiểu bản_chất chứ không phải dạy kiến_thức suông như một_số giáo_viên khác|2
hình_thức báo_cáo đồ_án quá đơn_giản không có chiều sâu dẫn đến không nói lên được chất_lượng đồ_án không kiểm_soát được trường_hợp gánh team trường_hợp không hiểu rõ code vẫn được max điểm|0
thầy dạy nhiệt_tình dễ hiểu nhưng nên có thêm bài_tập về nhà có tính điểm giúp sinh_viên tiếp_thu bài tốt hơn|2
cách chỉ_dẫn|1
giọng cô người miền ngoài nên dạy khá khó hiểu cô dạy hơi nhanh|0
rất ok rất thích cách dạy của thầy|2
thầy nhiệt_tình vui_vẻ có phương_pháp dạy tốt và chương_trình cụ_thể dễ học|2
giảng_dạy mông_lung không rõ_ràng|0
đưa ra các ví_dụ rất hay rất thực_tế bài_tập khó nhưng hay kiến sinh_viên chủ_động học_tập|2
giảng rất dễ hiểu|2
thầy nhiệt_tình vui_tính công_bằng|2
giảng_viên vui_tính tận_tâm nhiệt_tình|2
thầy vẫn đọc slide và nói quá nhanh những gì thầy nói đã có sẵn trên slide sinh_viên đọc có_thể rút ra được|0
tôi chưa từng thấy giáo_viên nào mà nghỉ nhiều lại hay đi trễ về sớm như vậy|0
thầy ít lên lớp học một học_kỳ mà chỉ học được 2 buổi|0
giảng_viên cho nghỉ quá nhiều đến cuối kỳ học bù quá nhiều|0
nhiệt_huyết truyền_đạt kiến_thức|2
nên có bài viết hoặc bài tiểu_luận mỗi 2 tuần trên courses để sinh_viên thực_tập|0
giảng_viên có chuyên_môn tốt giải_đáp trả_lời thắc_mắc đầy_đủ từ sinh_viên|2
cô dạy nhiệt_tình phân nhóm thuyết_trình tạo không_khí học_tập sôi_nổi|2
thân_thiện với học_sinh|2
phần cho điểm nội_dung ôn thi|1
thầy dạy rất dễ hiểu cho nhiều bài tập|2
em biết điều này rất tế_nhị và khó cải_thiện đó là việc nghe giảng của em bị hạn_chế vì em không nghe được chất giọng fraction tiếng của giảng_viên nên hay bị mất kết_nối kiến_thức giữa_chừng trong khi nghe giảng|0
đến lớp đúng giờ|2
em cũng như các bạn học chung trong lớp đều thấy phần thực_hành cho mỗi buổi như thế là quá nhiều nhất là các bài thực_hành từ 13 trở đi|0
thầy cho bài kiểm_tra tính_cách sau đó lập nhóm trong nhóm có đầy_đủ nhóm tính_cách thầy còn khuyên nhóm đừng nên quen_biết nhau thầy đã sai_lầm lúc đầu em và mọi người ắt_hẳn phấn_khích lắm nhưng sau_này thầy để mỗi nhóm tìm ra con đường chính của cả nhóm|0
giảng chậm chi_tiết dễ hiểu|2
nên bổ_sung thêm giáo_trình cho sinh_viên|0
giảng_giải tốt vấn_đề được đề_cập đến|2
cô cho bài_tập trắc_nghiệm về nhà trên moodle|1
cần trao_đổi nhiều hơn với sinh_viên qua các kênh của trường như web môn_học chẳng_hạn|0
giáo_trình thực_hành đi quá nhanh so với lý_thuyết đi trước lý_thuyết 1 tháng tới 1 dot5 tháng|0
giảng_viên đưa ra nhiều dạng bài_tập giúp học_sinh hiểu rõ hơn|2
chỉ là đôi_khi thầy hơi nóng_tính lúc làm_việc|1
môn_học hay|2
cô nói_nhỏ và rất đều rất dễ buồn_ngủ|0
lượng thời_gian để hoàn_thành các đồ_án cho nhiều môn như_vậy đã là không đủ trong một học_kỳ|0
deadline cho thời_gian không đủ dài để sinh_viên hoàn_thành bài tập|0
bài tập cần thực_tiễn hơn giống như bài_toán chi_tiết máy bài_toán tính tiền_lương thay_vì những khái_niệm toán_học|0
kiến_thức thực_tế|2
phòng <name> nhà_trường nên thay_máy chiếu mới vì nó đã quá cũ và thường_xuyên gặp vấn_đề|0
tài_liệu đầy_đủ phương_pháp dạy dễ tiếp_thu và giảng_viên nhiệt_tình|2
cô dạy dễ tiếp_thu|2
cô dễ_thương dạy dễ hiểu và tạo cảm_hứng học_tập|2
giảng_viên không gây hứng_thú cho sinh_viên làm sinh_viên chán_nản|0
thầy rất nhiệt_tình và vui_vẻ|2
giáo_viên truyền được cảm_hứng ưa_thích môn_học và thường_xuyên liên_lạc đến các vấn_đề xã_hội ngoài môn_học|2
cô rất vui|2
giảng_viên tận_tâm giúp_đỡ sinh_viên trong quá_trình học|2
giảng_viên giảng_dạy khó hiểu|0
thầy dạy rất hay rất mong thầy tiếp_tục công_tác tại trường|2
cô quá là dễ_thương nhiệt_tình|2
kính mong các giảng_viên mạch số upload tài_liệu trước giờ học ít_nhất 1 ngày để các bạn sinh_viên có_thể nghiên_cứu trước ở nhà|0
em nghĩ là làm bài tập nhiều tốt hơn là học lý_thuyết nhiều|0
cô rất nhiệt_tình trong việc giảng_dạy và giao_tiếp với sinh_viên|2
dạy tốt có tâm|2
thầy dễ_tính có đi học đều sẻ qua môn hoạt_động làm bài thu_hoạch tạo điều_kiện cho sinh_viên lấy điểm|2
slide bài_giảng tài_liệu cần có nhiều ví_dụ tài_liệu khó hiểu|0
thầy vui_vẻ sâu_sắc|2
nên tập_trung vào luyện speaking và luyện cú_pháp|0
chấm đồ_án doubledot chấm không công_bằng không_thể lấy lý_do không thích tính_cách của sinh_viên mà không cho sinh_viên đậu mặc_dù đồ_án hoàn_thành tốt|0
thầy tận_tâm giảng rất dễ hiểu|2
tích_cực giúp_đỡ sinh_viên khi gặp khúc_mắc phương_pháp dạy vui thoải_mái xen_kẽ chuyên_sâu|2
nên đầu_tư thiết_bị để có thực_hành|0
sự nhiệt_tình cô <name> dạy rất dễ hiểu và vui_vẻ|2
hy_vọng thầy có_thể sử_dụng thời_gian trên lớp hiệu_quả hơn|0
điều này khiến giảng_viên khó xử|0
thầy đi dạy không đều lắm có khi nghỉ mà không thông_báo cho sinh_viên biết|0
thầy dạy hơi nhanh nhưng kỹ và sâu|2
khó hiểu và truyền_đạt hơi nhanh khó tiếp_thu|0
đôi khi thầy hơi khó_tính|2
thẳng_thắn và kiên_quyết|2
dạy nhiều kiến_thức ngoài xã_hội|2
phòng thực_hành có nhiều máy không sử_dụng được|0
thầy cho thời_hạn deadline không hợp_lý|0
mong rằng thầy_cô thực_hành sẽ luôn cập_nhật tin_tức trên trang_web môn_học để có_thể đáp_ứng được chỉ_tiêu mà phòng đào_tạo đề ra như ban_đầu đối_với môn_học đó là mọi thắc_mắc sẽ được giáo_viên trả_lời trong vòng 24 tiếng|0
thầy nói nghe không rõ lắm|0
đi dạy mà chỉ đọc slide|0
quá khuôn_khổ ít có sự sáng_tạo và ít có những bài_tập làm thêm củng cổ ngoài sách học|0
nên nâng cao chất_lượng sơ sở|0
chưa nói rõ để sinh_viên có_thể hiểu rõ|0
chỉ làm bài tập dựa trên tài_liệu và tìm_kiếm trên mạng|0
giảng_viên chưa nhiệt_tình giảng_dạy cho lắm|0
thầy dạy nói hơi nhanh|0
nên đặt deadline là 11 doubledot55 pm thay_vì 12 doubledot00 am nhiều khi nhìn lịch ở ngoài bị nhầm làm miss deadline nhiều lần|0
cô lên_lớp rất đúng giờ dạy rất tâm_huyết rất hay cho quà vặt cho sinh_viên|2
nên thông nhất nội_dung từ đầu năm học|0
tận_tình với sinh_viên|2
thầy tận_tâm nhiệt_tình giúp_đỡ giải_đáp thắc_mắc cho sinh_viên|2
thầy giảng tận_tâm|2
bài giảng dựa theo chuẩn ngôn_ngữ assembly trên linux nên tìm_kiếm thông_tin tài_liệu khá khó_khăn|0
giảng_viên ra đồ_án cho sinh_viên về làm để mở_rộng kiến_thức|2
thích cách dạy của thầy chỉ ra hướng đi cho sinh_viên chứ không quá máy_móc vào slide giáo_án|2
cô giảng dễ hiểu và nhiệt_tình|2
giảng_viên ít cho ví_dụ và giải bài_tập trên lớp|0
thầy sử_dụng một_số thời_gian đứng lớp để làm một_số việc không quá quan_trọng|0
bài giảng không hay|0
giảng đáp nhanh_chóng những thắc_mắc|2
giảng_viên truyền_đạt đủ kiến_thức|2
cập_nhật điểm chậm|0
thầy rất nhiệt_tình và tận_tâm có kiến_thức rộng|2
nên giảng nhiều hơn những phần quan_trọng|0
thầy dạy hay và rất nhiệt_tình|2
thầy dễ_thương tận_tụy với môn_học|2
dạy hay dễ hiểu nghiêm_khắc luôn tận_tình với sinh_viên|2
thầy tận_tâm luôn tạo động_lực để học_sinh làm bài nhiệt_tình giảng_dạy|2
ra nhiều bài_tập hơn|0
các thầy có học_vị cao ắt sẽ có nhiều kinh_nghiệm quý_báu hơn|2
giảng_viên rất tận_tâm và dạy_học theo phương_pháp_học cấp 3 rất gần_gũi với sinh_viên|2
giảng_viên hướng_dẫn làm bài tập dạy dễ hiểu|2
nên thay_đổi hình_thức thi cuối kỳ nên làm bài thi trên máy hoặc làm đồ_án môn_học|0
cần có thêm các hoạt_động nghe nhìn như video clip hình_ảnh các hoạt_động ngoại_khóa có các buổi tham_gia nói_chuyện với người nước_ngoài|0
giảng_viên thân_thiện vui_vẻ giảng_dạy khá kỹ chuyên_sâu các kiến_thức|2
thầy dạy dễ hiểu|2
nội_dung đồ_án doubledot không nên quá rộng nên cô_đọng những điểm quan_trọng và nên cho làm từ bước phân_tích yêu_cầu đến khi hoàn_thành đồ_án|0
giảng_viên dạy tương_đối nhanh|0
giảng lý_thuyết trước khi cho sinh_viên làm bài thực_hành trên lớp|2
cần thay_đổi giờ thực_hành hình_thức 2 sang thực_hành hình_thức 1 để sinh_viên có_thể áp_dụng tốt hơn các kiến_thức đã học|0
sinh_viên quá đông gây nóng_nực|0
dạy cụ_thể từng bài tập|0
thầy chủ_yếu để sinh_viên tự_thực_hành|0
giảng_viên giảng_dạy lý_thuyết vững|2
quan_tâm đến từng sinh_viên trong lớp|2
bảo học_sinh không chịu học là không đúng|0
cô dạy rất hiệu_quả|2
thầy hiểu tâm_lý sinh_viên|2
thân_thiện vui_vẻ với học_sinh|2
tôi rất thích phương_pháp giảng_dạy của thầy|2
khả_năng truyền_đạt chưa tốt|0
nâng cấp thiết_bị dạy_học cho môn anh văn|0
cô rất thân_thiện dạy tận_tâm|2
ở trong lớp thầy nói_nhỏ mà nhanh quá|0
dọng thầy hơi khó nghe nói còn hơi to|0
bài tập nhiều rất sát|2
thầy dạy các phần trọng_tâm và cho ví_dụ rất chi_tiết|2
có chương_trình thực_hành cụ_thể rõ_ràng|2
chưa quan_tâm tới những sinh_viên còn yếu|0
dạy dễ hiểu tận_tình|2
giảng_dạy kỹ|2
nội_dung cần cập_nhật và sát với thực_tiễn hơn|0
nên chú_trọng nhiều hơn vào kỹ_năng giao_tiếp nghe nói của sinh_viên thay_vì phần ngữ_pháp|0
giáo_trình tốt|2
một trong những giảng_viên yêu thích|2
cô thân_thiện nhiệt_tình|2
thật chất em không học thầy này|1
cần_thiết_thực cụ_thể hơn nữa|0
giảng_viên có vài lần không nghe trình_bày kết_quả thực_hành của sinh_viên khi sinh_viên nhóm này trình_bày thì giảng_viên lại đi qua nhóm khác mặc cho sinh_viên đó đang nói|0
không nhiệt_tình với sinh_viên|0
giảng_viên vui_vẻ vô_cùng nhiệt_tình|2
thầy đã nhận_xét doubledot các bạn chỉ nói theo cách hiểu của các bạn nội_dung thuyết_trình đã chán mà các bạn không có sản_phẩm để demo giới_thiệu|0
lên được 1 buổi|0
thầy giảng_dạy nhiệt_tình biết cách truyền_cảm_hứng nghiên_cứu khoa_học cho sinh_viên|2
phương_pháp giảng_dạy và sự nhiệt_tình|2
chỉ có vấn_đề là em chưa cố_gắng|0
giảng_viên chưa có nhiều kinh_nghiệm sinh_viên tự làm thực_hành ít được hướng_dẫn|0
môn_học nên cập_nhật giáo_trình mới liên_tục tài_liệu học_tập cũ rất nhiều chỗ sai|0
cô dạy rất hay nhiều phần sinh_động|2
nhiệt_tình lên_lớp rất đúng giờ|2
không đầu_tư nhiều cho bài giảng|0
thầy rất vui_tính luôn áp_dụng nhưng bài_học thực_tế vào giảng_dạy|2
rất hay dot tâm_huyết dot dạy bài dễ tiếp_thu|2
chuyên_môn cao đá bóng hay|2
cô hãy dạy nhiều lớp hơn|0
giảng bài hòa đồng|2
cô dạy nhiệt_tình vui_vẻ|2
cần tăng_cường thực_hành để sinh_viên có_thể hiểu kỹ bài hơn và có nhiều cơ_hội để sáng_tạo hay tiếp_thu kiến thực hiệu_quả hơn qua thực_hành|0
nội_dung học không theo kịp thực_hành|0
sinh_viên tiếp_nhận tốt phần thực_hành khác hẳn với lý_thuyết|2
cần sử_dụng máy chiếu slide hiệu_quả hơn|0
lên_lớp đều_đặn|2
em thấy cô giảng_dạy đã đạt yêu_cầu|2
giáo_viên giảng_dạy nhiệt_tình giảng_dạy hay dễ hiểu|2
cách giảng bài và tạo điều_kiện cho sinh_viên phản_biện rất hay hy_vọng thầy tiếp_tục phát_huy|2
bài tập khi học thực_hành cơ_bản dễ hiểu|2
em rất cảm_ơn cô ạ|2
giảng_viên giảng_dạy tuân_thủ theo đề_cương môn_học|2
nên đưa ra các ứng_dụng thực_tiễn của môn_học|0
giữa các thầy_cô nên thống_nhất tránh để sinh_viên lao_đao|0
thầy dạy tốt hiền dễ gần|2
nên trình_bày bài_tập bằng lời_nói trước lớp nhiều hơn dễ hiểu hơn|0
một_số bài_tập không rõ không đi sâu|0
cô rất tận_tình|2
khó nghe|0
thầy dạy rất tận_tình tâm_huyết|2
nên nâng cao chất_lượng phòng_học hơn|0
